date,close,volume,open,high,low
09/13/2023,$118.276,"3,193,805",$117.21,$118.568,$116.71
09/12/2023,$117.768,"4,647,480",$119.60,$120.7015,$117.738
09/11/2023,$121.188,"4,802,430",$120.70,$121.58,$120.158
09/08/2023,$120.014,"3,644,285",$120.00,$120.916,$119.42
09/07/2023,$119.864,"5,200,045",$118.254,$120.2944,$117.8712
09/06/2023,$119.702,"3,344,765",$118.628,$119.876,$118.322
09/05/2023,$119.432,"3,592,450",$118.176,$119.926,$116.90
09/01/2023,$118.176,"3,633,975",$118.702,$119.3235,$117.50
08/31/2023,$117.766,"6,656,925",$118.00,$119.292,$116.902
08/30/2023,$117.648,"4,278,710",$115.684,$117.74,$115.312
08/29/2023,$115.774,"3,921,045",$113.032,$116.18,$112.60
08/28/2023,$113.662,"2,940,545",$113.324,$114.40,$112.468
08/25/2023,$112.73,"3,402,070",$110.888,$113.414,$110.28
08/24/2023,$109.908,"4,556,955",$114.92,$115.174,$109.894
08/23/2023,$113.60,"5,690,130",$112.894,$115.394,$112.40
08/22/2023,$112.364,"4,448,775",$111.924,$112.85,$111.26
08/21/2023,$110.94,"4,237,630",$108.572,$111.062,$108.51
08/18/2023,$108.30,"4,188,960",$106.792,$108.68,$106.508
08/17/2023,$108.728,"4,951,345",$110.09,$110.41,$108.142
08/16/2023,$109.90,"4,946,620",$111.40,$112.196,$109.654
08/15/2023,$111.92,"4,153,295",$113.498,$114.796,$111.6932
08/14/2023,$113.242,"3,855,570",$110.387,$113.35,$110.152
08/11/2023,$111.488,"4,009,410",$110.154,$111.714,$110.002
08/10/2023,$111.00,"5,647,820",$111.566,$113.214,$110.028
08/09/2023,$110.066,"4,696,865",$110.304,$111.00,$109.02
08/08/2023,$110.566,"5,425,965",$109.398,$110.752,$108.35
08/07/2023,$110.978,"6,136,130",$111.072,$111.382,$109.812
08/04/2023,$110.326,"8,172,505",$112.88,$112.996,$110.002
08/03/2023,$112.08,"4,321,190",$111.594,$112.502,$111.20
08/02/2023,$112.634,"8,732,650",$115.978,$116.572,$112.21
08/01/2023,$118.078,"5,524,475",$115.648,$118.30,$115.042
07/31/2023,$116.60,"8,353,860",$114.764,$116.7299,$114.60
07/28/2023,$113.908,"10,214,385",$113.508,$113.936,$111.874
07/27/2023,$111.978,"15,371,790",$119.60,$120.132,$111.342
07/26/2023,$115.454,"9,125,480",$114.784,$117.018,$114.242
07/25/2023,$116.476,"5,395,460",$115.80,$117.528,$115.80
07/24/2023,$115.608,"4,877,590",$117.30,$117.443,$115.211
07/21/2023,$116.404,"4,050,025",$118.13,$118.602,$116.20
07/20/2023,$115.776,"7,755,805",$119.524,$120.176,$115.156
07/19/2023,$120.65,"8,685,855",$122.18,$122.872,$119.908
07/18/2023,$119.426,"6,320,105",$117.962,$120.40,$116.784
07/17/2023,$118.476,"5,216,940",$116.534,$118.998,$116.40
07/14/2023,$116.076,"4,582,420",$115.40,$116.8525,$115.20
07/13/2023,$115.49,"6,570,740",$113.324,$115.888,$113.00
07/12/2023,$112.268,"5,840,875",$114.172,$114.172,$111.448
07/11/2023,$112.288,"5,671,700",$113.442,$114.253,$111.507
07/10/2023,$113.12,"5,885,660",$110.60,$113.17,$110.60
07/07/2023,$110.596,"4,280,305",$111.056,$112.66,$110.556
07/06/2023,$111.166,"5,096,735",$111.40,$112.105,$109.686
07/05/2023,$113.152,"5,581,020",$111.28,$113.445,$111.232
07/03/2023,$112.574,"2,366,790",$112.17,$112.912,$111.188
06/30/2023,$112.394,"6,629,450",$111.158,$113.326,$110.806
06/29/2023,$109.616,"3,551,635",$109.994,$110.148,$108.536
06/28/2023,$109.734,"4,805,760",$107.786,$109.836,$107.46
06/27/2023,$107.992,"4,270,415",$108.228,$109.016,$107.002
06/26/2023,$107.594,"4,832,835",$108.266,$110.226,$107.328
06/23/2023,$108.598,"6,842,595",$108.246,$110.328,$107.376
06/22/2023,$109.974,"6,190,955",$108.644,$110.046,$107.802
06/21/2023,$109.36,"5,646,140",$111.558,$111.93,$109.118
06/20/2023,$111.898,"5,593,735",$111.66,$113.926,$111.088
06/16/2023,$113.096,"10,442,765",$114.874,$114.93,$112.99
06/15/2023,$114.874,"6,595,710",$112.61,$115.336,$112.422
06/14/2023,$113.462,"6,418,275",$110.99,$113.596,$110.80
06/13/2023,$110.944,"6,727,010",$111.20,$111.918,$109.854
06/12/2023,$109.27,"6,479,500",$107.804,$109.38,$106.426
06/09/2023,$106.806,"6,850,065",$107.648,$109.00,$106.308
06/08/2023,$107.068,"7,293,540",$105.918,$108.2896,$105.222
06/07/2023,$105.664,"12,032,965",$111.11,$111.564,$105.448
06/06/2023,$111.16,"6,940,820",$111.30,$112.726,$111.036
06/05/2023,$111.342,"6,580,945",$109.616,$111.972,$108.474
06/02/2023,$109.636,"6,390,995",$109.20,$110.888,$108.256
06/01/2023,$108.592,"7,399,035",$106.96,$110.124,$106.404
05/31/2023,$108.956,"11,928,880",$107.866,$109.652,$106.759
05/30/2023,$109.824,"9,686,690",$109.60,$111.316,$108.874
05/26/2023,$107.492,"10,673,055",$106.928,$109.912,$106.362
05/25/2023,$106.356,"15,816,520",$104.658,$107.96,$103.56
05/24/2023,$100.51,"5,494,950",$99.344,$101.252,$98.826
05/23/2023,$100.028,"5,620,700",$101.50,$102.356,$99.97
05/22/2023,$102.278,"6,804,695",$101.32,$103.418,$101.234
05/19/2023,$102.06,"8,511,245",$102.00,$102.346,$100.55
05/18/2023,$102.034,"14,300,390",$100.00,$102.522,$99.163
05/17/2023,$98.584,"16,087,970",$95.898,$98.988,$95.432
05/16/2023,$93.648,"8,142,495",$92.58,$95.60,$92.354
05/15/2023,$92.628,"7,506,135",$90.66,$92.93,$90.447
05/12/2023,$91.04,"6,106,300",$90.60,$91.4946,$89.3299
05/11/2023,$90.514,"10,094,035",$90.798,$91.092,$89.49
05/10/2023,$90.828,"7,688,760",$89.836,$91.998,$89.25
05/09/2023,$88.278,"5,858,230",$87.444,$89.168,$87.014
05/08/2023,$87.798,"7,233,220",$87.38,$87.914,$85.81
05/05/2023,$86.96,"6,514,035",$86.60,$87.934,$86.31
05/04/2023,$86.102,"8,294,050",$87.812,$88.508,$85.794
05/03/2023,$87.416,"5,960,000",$88.706,$89.38,$87.29
05/02/2023,$88.736,"6,421,570",$90.106,$90.20,$87.878
05/01/2023,$90.082,"7,121,355",$91.262,$91.262,$89.86
04/28/2023,$91.884,"11,801,615",$90.848,$92.336,$89.84
04/27/2023,$90.868,"24,276,610",$88.046,$91.73,$85.536
04/26/2023,$90.806,"14,455,620",$90.00,$90.90,$89.176
04/25/2023,$88.456,"10,292,895",$93.35,$93.65,$88.396
